Movie,Director,Runningtime,Year,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
Operation Fortune: Ruse de guerre,Guy Ritchie,114 min,2023,4,0,3,4,1,4,2,3,4,1,4,4,0,0,5,3,0,5,5,4
Vadh,"Jaspal Singh Sandhu, Rajeev Barnwal",110 min,2022,0,4,5,2,0,1,1,0,5,4,0,2,4,1,0,5,1,1,0,1
Jurassic World: Dominion,Colin Trevorrow,147 min,2022,4,0,3,5,1,0,5,1,2,4,5,5,5,4,0,1,4,1,3,1
Vengeance,B.J. Novak,107 min,2022,4,3,2,3,3,4,1,5,5,1,5,3,1,3,5,2,1,1,1,1
Smile,Parker Finn,115 min,2022,1,1,1,5,3,0,0,0,0,3,2,0,2,5,1,3,0,2,4,4
The Hunger Games,Gary Ross,142 min,2012,3,3,0,3,5,0,3,0,3,1,2,5,0,5,2,5,2,4,3,5
The Northman,Robert Eggers,137 min,2022,1,2,4,5,2,0,5,3,2,0,3,0,4,1,3,0,1,1,4,0
Fall,Scott Mann,107 min,2022,1,3,4,5,4,1,0,3,2,3,4,5,3,3,5,2,2,5,5,3
Nope,Jordan Peele,130 min,2022,1,0,0,3,1,5,5,1,4,0,2,1,2,3,0,4,0,5,2,1
The Unbearable Weight of Massive Talent,Tom Gormican,107 min,2022,1,1,0,5,4,5,4,5,4,3,4,0,0,2,1,1,5,3,3,0
The Covenant,Guy Ritchie,,2023,1,1,0,3,2,1,4,5,5,0,3,4,4,1,4,5,3,5,5,1
Jeepers Creepers: Reborn,Timo Vuorensola,88 min,2022,2,4,1,3,0,4,4,4,3,1,4,5,0,3,3,5,2,5,4,4
Scream,"Matt Bettinelli-Olpin, Tyler Gillett",114 min,2022,5,3,5,5,3,3,5,5,4,2,1,3,2,5,4,2,1,1,4,1
The Locksmith,Nicolas Harvard,92 min,2023,1,3,0,3,2,2,2,2,2,2,3,3,0,5,2,2,4,3,0,1
The Dark Knight,Christopher Nolan,152 min,2008,4,0,0,3,1,2,5,0,4,1,4,1,3,1,0,2,5,1,1,5
Inception,Christopher Nolan,148 min,2010,5,4,4,3,4,1,1,4,1,5,2,2,0,3,5,4,1,0,5,2
Black Swan,Darren Aronofsky,108 min,2010,4,0,4,1,4,3,4,4,2,1,1,5,0,1,2,2,1,5,5,3
John Wick: Chapter 4,Chad Stahelski,169 min,2023,3,4,5,4,1,2,1,2,0,5,4,2,4,5,0,1,5,1,2,5
Old,M. Night Shyamalan,108 min,2021,3,1,5,3,1,3,5,0,2,0,3,2,2,0,3,5,0,1,2,0
Midsommar,Ari Aster,148 min,2019,2,3,1,2,0,0,1,1,4,0,4,3,1,2,3,1,0,3,2,3
Decision to Leave,Park Chan-wook,139 min,2022,2,0,4,4,0,5,0,3,0,1,3,0,0,2,0,4,1,0,0,3
65,"Scott Beck, Bryan Woods",,2023,3,1,4,5,5,1,2,1,2,4,5,3,2,4,5,2,2,0,5,0
Little Dixie,John Swab,105 min,2023,4,4,1,3,5,0,1,1,0,2,2,5,4,5,5,2,3,5,5,5
The Black Phone,Scott Derrickson,103 min,2021,2,0,3,1,3,2,5,0,4,0,0,5,1,0,1,0,2,1,2,4
An Action Hero,Anirudh Iyer,130 min,2022,1,5,5,0,5,0,5,5,1,0,0,3,3,2,2,0,4,1,1,5
The Boogeyman,Rob Savage,,2023,3,0,2,0,5,5,5,5,1,3,0,4,0,3,5,1,2,5,0,1
Killers of the Flower Moon,Martin Scorsese,,,4,1,4,4,2,2,5,0,1,1,2,0,2,3,3,4,0,3,2,4
Luther: The Fallen Sun,Jamie Payne,129 min,2023,5,1,0,1,1,1,0,4,5,0,4,2,1,5,1,5,2,5,3,4
John Wick,"Chad Stahelski, David Leitch",101 min,2014,4,3,5,1,4,4,0,1,1,5,3,0,3,5,3,3,5,2,2,5
Blade Runner 2049,Denis Villeneuve,164 min,2017,2,0,4,5,2,1,4,5,1,4,1,0,2,5,3,4,0,2,4,3
Hereditary,Ari Aster,127 min,2018,1,5,5,5,4,3,4,4,2,2,5,5,2,3,4,0,5,5,5,0
F9: The Fast Saga,Justin Lin,143 min,2021,4,4,2,5,5,4,0,5,5,4,0,0,5,5,3,2,4,1,4,0
Parasite,Bong Joon Ho,132 min,2019,3,0,5,0,3,4,2,0,0,4,1,0,0,4,1,2,4,3,1,3
Violent Night,Tommy Wirkola,112 min,2022,5,1,4,2,2,2,5,5,1,0,1,2,0,5,2,2,3,1,0,3
Last Seen Alive,Brian Goodman,95 min,2022,1,2,2,5,0,0,1,1,0,3,4,2,4,4,0,3,5,1,5,1
Nobody,Ilya Naishuller,92 min,2021,4,2,2,2,3,3,5,3,4,1,5,2,3,4,0,2,4,2,1,0
The Gray Man,"Anthony Russo, Joe Russo",122 min,2022,2,0,5,5,5,5,0,2,4,1,5,0,4,0,2,2,1,5,0,2
Prisoners,Denis Villeneuve,153 min,2013,0,4,5,5,4,0,1,0,3,1,2,5,4,1,0,0,5,1,4,2
Joker,Todd Phillips,122 min,2019,2,2,3,5,0,2,1,5,1,2,4,5,0,4,0,0,4,5,5,5
The Fast and the Furious,Rob Cohen,106 min,2001,2,1,0,1,0,1,2,4,0,1,5,2,3,4,4,0,1,3,0,2
The Expendables 4,Scott Waugh,,2023,1,3,3,1,4,0,3,0,2,1,5,5,5,4,2,1,2,3,1,4
In Bruges,Martin McDonagh,107 min,2008,0,3,0,2,1,3,4,1,2,2,4,1,2,3,1,2,0,1,2,4
No Country for Old Men,"Ethan Coen, Joel Coen",122 min,2007,0,5,5,2,3,0,5,1,5,2,1,0,2,1,1,5,5,4,2,4
Emily the Criminal,John Patton Ford,97 min,2022,0,3,4,1,2,0,2,2,4,5,2,4,3,2,2,2,5,4,0,3
On the Line,Romuald Boulanger,104 min,2022,1,5,3,0,0,2,5,4,0,2,1,3,1,3,4,0,3,4,1,5
No Time to Die,Cary Joji Fukunaga,163 min,2021,0,4,5,0,3,5,0,4,4,4,3,0,4,3,0,3,4,1,2,2
Shutter Island,Martin Scorsese,138 min,2010,3,4,2,5,2,0,5,3,3,2,1,2,4,0,0,5,0,0,1,2
Se7en,David Fincher,127 min,1995,4,3,5,0,2,3,3,3,1,0,4,3,2,4,3,0,3,5,4,0
Tenet,Christopher Nolan,150 min,2020,4,4,1,1,5,5,4,4,3,2,4,3,1,2,4,2,2,4,2,2
Luckiest Girl Alive,Mike Barker,113 min,2022,4,5,4,2,5,2,4,4,4,2,1,2,3,0,3,5,5,0,0,5
Shazam! Fury of the Gods,David F. Sandberg,130 min,2023,4,5,3,0,5,4,1,3,4,0,3,3,2,4,1,0,0,4,2,0
Split,M. Night Shyamalan,117 min,2016,5,2,5,3,1,0,4,5,3,3,3,4,0,2,0,3,3,3,0,3
