Movie,Director,Runningtime,Year,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
The Bad Guys,Pierre Perifel,100 min,2022,2,3,0,1,4,1,3,1,0,3,4,0,0,3,2,0,5,3,3,5
Spirited Away,Hayao Miyazaki,125 min,2001,4,1,5,2,4,5,2,2,4,5,0,3,4,2,0,4,2,2,0,2
Turning Red,Domee Shi,100 min,2022,2,1,0,4,2,0,2,2,3,3,0,3,3,5,4,1,0,1,1,4
Spider-Man: Across the Spider-Verse,"Joaquim Dos Santos, Kemp Powers, Justin K. Thompson",140min,2023,2,4,3,0,5,5,5,1,1,3,1,2,1,0,0,0,2,0,2,2
Ratatouille,"Brad Bird, Jan Pinkava",111 min,2007,4,0,1,3,2,0,3,5,1,0,4,4,1,1,4,4,1,0,0,4
Minions,"Kyle Balda, Brad Ableson,Jonathan del Val",87 min,2022,5,3,1,3,4,3,2,0,3,5,4,0,4,4,1,0,2,4,0,1
The Sea Beast,Chris Williams,115 min,2022,4,4,1,1,3,2,1,3,3,4,5,3,5,1,4,2,3,2,2,3
Zootopia,"Byron Howard, Rich Moore,Jared Bush",108 min,2016,5,4,3,2,4,1,0,1,4,1,1,1,2,3,1,2,1,2,3,2
Moana,"Ron Clements, John Musker,Don Hall, Chris Williams",107 min,2016,1,5,5,3,1,4,3,0,1,5,3,4,0,0,4,5,3,3,3,0
Strays,Josh Greenbaum,93min,2023,1,2,5,5,5,5,2,0,4,3,2,3,5,2,5,4,3,1,5,1
Shrek,"Andrew Adamson, Vicky Jenson",90 min,2001,5,3,2,5,1,4,4,0,2,5,5,3,1,0,1,5,2,4,2,3
Sing,"Garth Jennings, Christophe Lourdelet",108 min,2016,5,1,0,1,5,3,3,4,4,3,0,2,2,5,2,3,1,5,2,3
Toy Story,John Lasseter,81 min,1995,3,5,4,1,4,4,0,2,3,2,4,2,1,0,5,1,0,5,5,0
Suzume,Makoto Shinkai,122 min,2022,2,1,4,4,0,2,1,0,1,1,3,3,1,3,4,4,1,0,4,0
Frozen,"Chris Buck, Jennifer Lee",102 min,2013,0,2,3,5,5,1,4,1,3,1,0,0,5,4,1,4,5,5,2,5
Howl's Moving Castle,Hayao Miyazaki,119 min,2004,1,2,1,3,4,0,0,2,4,0,2,5,3,1,1,4,0,4,3,1
Inside Out,"Pete Docter, Ronnie Del Carmen",95 min,2015,2,3,3,0,5,5,4,2,4,0,3,4,3,3,5,2,0,0,2,1
Your Name.,Makoto Shinkai,106 min,2016,4,5,4,1,5,5,4,2,3,4,1,4,2,0,3,0,5,5,3,5
Coco,"Lee Unkrich, Adrian Molina",105 min,2017,3,4,4,0,5,3,3,5,1,4,3,5,1,2,4,5,0,4,5,2
How to Train Your Dragon,"Dean DeBlois, Chris Sanders",98 min,2010,0,1,4,0,2,2,4,5,4,3,4,2,4,1,4,3,3,3,5,4
Kung Fu Panda,"Mark Osborne, John Stevenson",92 min,2008,3,4,2,1,5,1,4,5,0,5,1,1,0,2,5,2,2,4,4,3
Finding Nemo,"Andrew Stanton, Lee Unkrich",100 min,2003,3,0,1,3,1,2,5,3,2,1,1,1,4,3,4,4,3,5,3,1
Tangled,"Nathan Greno, Byron Howard",100 min,2010,4,0,4,1,2,4,4,0,5,2,2,4,1,2,3,2,5,0,1,3
Hercules,"Ron Clements, John Musker",93 min,1997,5,4,2,1,1,4,0,5,5,2,3,0,2,5,0,2,5,1,4,4
The Amazing Maurice,"Toby Genkel, Florian Westermann",93 min,2022,1,0,0,2,5,2,1,0,5,4,4,3,3,1,4,0,3,1,5,2
Disenchanted,Adam Shankman,119 min,2022,1,3,2,2,2,0,1,0,2,1,5,2,4,0,5,4,5,0,1,4
"Monsters, Inc.","Pete Docter, David Silverman,Lee Unkrich",92 min,2001,3,4,2,5,1,5,0,3,0,0,0,5,1,4,1,4,1,4,3,4
WALL·E,Andrew Stanton,98 min,2008,5,3,0,3,5,0,3,4,0,1,2,1,2,2,0,5,0,5,4,1
The Incredibles,Brad Bird,115 min,2004,3,4,3,0,3,0,1,0,4,3,3,4,1,0,4,2,2,1,3,4
Up,"Pete Docter, 
Bob Peterson",96 min,2009,2,2,4,4,2,3,4,1,0,4,5,1,3,0,0,3,0,1,5,1
A Bug's Life,"John Lasseter, 
Andrew Stanton",95 min,1998,4,1,0,2,4,1,1,3,2,0,0,1,2,0,1,5,5,3,1,5
DC League of Super-Pets,"Jared Stern, 
Sam J. Levine",105 min,2022,0,1,0,5,2,4,4,4,1,2,3,0,2,5,4,5,0,1,1,5
Beauty and the Beast,"Gary Trousdale, 
Kirk Wise",84 min,1991,5,3,1,5,3,0,0,1,0,5,0,5,1,0,5,0,0,3,3,5
The Lord of the Rings: The War of the Rohirrim,Kenji Kamiyama,,2024,1,0,4,1,0,5,3,4,2,5,1,3,1,4,2,3,1,1,2,3
Shrek 2,"Andrew Adamson, 
Kelly Asbury, 
Conrad Vernon",93 min,2004,1,1,5,4,1,5,2,0,5,0,4,0,5,5,4,5,5,0,4,5
Fantastic Mr. Fox,Wes Anderson,87 min,2009,0,3,4,1,1,3,5,5,4,3,3,0,1,4,2,3,5,1,1,3
The Little Mermaid,"Ron Clements, 
John Musker",83 min,1989,2,2,2,3,0,5,0,1,4,0,2,2,0,5,0,2,5,4,4,4
Sonic the Hedgehog 3,Jeff Fowler,99min,2024,0,3,4,1,2,2,5,3,2,5,0,5,5,0,1,2,1,2,4,5
Aladdin,"Ron Clements, 
John Musker",90 min,1992,2,2,1,3,0,2,0,5,4,1,0,5,2,5,0,1,5,2,0,1
Trolls,"Mike Mitchell, 
Walt Dohrn",92 min,2016,1,2,2,0,4,2,4,5,4,3,4,5,5,2,2,0,3,4,3,1
Soul,"Pete Docter, 
Kemp Powers",100 min,2020,5,5,2,0,5,4,5,5,3,2,1,4,0,3,5,5,5,0,3,3
The Princess and the Frog,"Ron Clements, 
John Musker",97 min,2009,1,0,5,1,4,3,5,1,2,3,2,4,5,3,2,0,1,1,1,5
Grave of the Fireflies,Isao Takahata,89 min,1988,3,0,2,5,4,4,4,0,4,0,2,2,5,3,3,1,4,5,5,1
Despicable Me,"Pierre Coffin, 
Chris Renaud",95 min,2010,3,2,5,4,4,2,0,2,1,0,5,1,1,3,5,4,3,4,4,4
Toy Story 3,Lee Unkrich,103 min,2010,2,3,0,0,1,4,2,1,4,2,5,5,1,1,4,4,0,3,5,2
Lightyear,Angus MacLane,105 min,2022,4,1,4,3,2,5,5,0,0,1,1,3,0,0,4,5,0,2,2,4
Enchanted,Kevin Lima,107 min,2007,1,0,3,0,5,2,0,1,1,5,3,2,2,0,0,2,5,5,3,5
Toy Story 4,Josh Cooley,100 min,2019,0,3,2,3,0,1,3,2,4,2,2,0,1,5,4,5,2,5,1,1
Princess Mononoke,Hayao Miyazaki,134 min,1997,5,0,3,4,3,2,3,2,0,0,0,4,5,5,1,1,5,3,2,1
The Lego Movie,"Phil Lord, 
Christopher Miller",100 min,2014,5,5,2,3,4,5,5,3,0,0,5,4,0,4,5,5,1,5,5,0
Elemental,Peter Sohn,93 min,2023,5,5,1,3,0,5,3,4,3,0,4,0,2,3,4,1,4,1,3,4
Legion of Super-Heroes,Jeff Wamester,83 min,2023,2,3,3,3,5,5,4,0,3,2,5,4,4,0,5,2,0,5,1,2
Teenage Mutant Ninja Turtles: Mutant Mayhem,"Jeff Rowe, 
Kyler Spears",,2023,1,1,0,3,1,4,4,4,3,2,0,2,3,0,0,4,4,1,3,4
"South Park: Bigger, Longer & Uncut",Trey Parker,81 min,1999,3,2,2,4,4,1,3,5,2,4,3,4,0,4,4,1,1,0,1,2
Luca,Enrico Casarosa,95 min,2021,2,4,0,0,3,2,1,3,3,5,0,4,4,3,0,4,0,0,1,1
Perfect Blue,Satoshi Kon,81 min,1997,2,3,2,1,3,1,1,0,0,2,1,0,0,5,1,3,5,5,3,3
Mulan,"Tony Bancroft, 
Barry Cook",87 min,1998,2,4,0,2,0,5,1,5,4,4,3,4,2,4,2,1,0,2,1,3
Raya and the Last Dragon,"Don Hall, 
Carlos L�pez Estrada, 
Paul Briggs, 
John Ripa",107 min,2021,1,2,0,3,2,1,0,4,4,2,0,2,3,5,5,0,2,3,4,2
Ice Age,"Chris Wedge, 
Carlos Saldanha",81 min,2002,5,1,2,5,3,1,5,2,1,5,4,2,0,4,4,2,1,2,3,2
Lilo & Stitch,"Dean DeBlois, 
Chris Sanders",85 min,2002,3,2,5,5,5,5,3,3,3,3,2,2,3,1,0,2,4,4,4,0
Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,117 min,2020,3,0,1,4,5,3,1,5,5,5,2,4,4,0,0,0,4,3,2,1
Coraline,Henry Selick,100 min,2009,3,3,3,3,1,4,5,2,3,1,0,5,2,5,3,2,3,0,5,2
Rio,Carlos Saldanha,96 min,2011,0,3,1,2,3,3,4,3,0,0,0,4,3,5,4,5,0,3,4,0
The Prince of Egypt,"Brenda Chapman, 
Steve Hickner, 
Simon Wells",99 min,1998,3,1,4,5,2,0,0,5,2,1,4,1,2,4,2,0,3,3,4,0
Ghost in the Shell,Mamoru Oshii,83min,1995,0,4,4,0,1,2,5,5,0,4,2,4,3,3,1,1,5,4,5,3
