Movie,Director,Runningtime,Year,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
No Country for Old Men,"Ethan Coen, 
Joel Coen",122 min,2007,3,1,4,1,3,1,2,3,2,2,1,0,0,5,0,2,2,3,2,3
Emily the Criminal,John Patton Ford,97 min,2022,5,3,2,5,2,4,4,4,5,2,3,1,4,0,2,5,3,1,0,0
Taxi Driver,Martin Scorsese,114 min,1976,0,0,4,1,2,4,3,3,4,4,0,2,2,5,2,5,3,1,1,2
Goodfellas,Martin Scorsese,145 min,1990,5,1,2,2,4,0,3,0,5,5,5,5,3,5,4,4,0,4,5,1
Death on the Nile,Kenneth Branagh,127 min,2022,1,5,3,3,0,1,5,4,0,0,3,1,4,0,3,5,0,5,0,2
Se7en,David Fincher,127 min,1995,5,2,1,3,3,5,5,2,5,3,1,5,0,2,2,4,4,1,0,3
Shazam! Fury of the Gods,David F. Sandberg,130 min,2023,0,1,1,4,3,5,0,4,3,1,0,0,2,3,2,3,2,4,1,1
The Silence of the Lambs,Jonathan Demme,118 min,1991,4,3,0,0,3,4,5,3,3,0,5,0,2,2,0,2,5,5,3,3
Heat,Michael Mann,170 min,1995,2,1,5,5,1,4,3,3,3,2,2,1,1,0,5,0,2,0,5,3
The Departed,Martin Scorsese,151 min,2006,1,4,1,0,5,5,5,1,5,5,3,2,5,3,1,5,2,0,1,4
Transfusion,Matt Nable,106 min,2023,3,2,1,5,5,2,2,4,3,5,0,5,5,1,5,2,4,1,1,0
Kingsman: The Golden Circle,Matthew Vaughn,141 min,2017,2,1,2,4,1,4,4,4,0,5,1,5,3,3,3,5,5,0,5,3
The Grand Budapest Hotel,Wes Anderson,99 min,2014,0,4,2,5,4,1,4,2,1,4,1,5,2,4,1,0,0,0,0,5
See How They Run,Tom George,98 min,2022,2,3,0,1,3,5,4,4,0,5,3,1,4,2,5,5,1,5,4,4
The Green Mile,Frank Darabont,189 min,1999,4,2,2,4,5,4,1,2,5,1,4,1,4,3,5,4,0,1,3,1
The Good Nurse,Tobias Lindholm,121 min,2022,4,3,0,2,3,1,5,3,1,5,0,2,2,2,0,1,4,3,4,2
"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,115 min,2017,3,0,0,2,4,2,4,2,4,3,5,5,3,3,2,4,3,0,5,1
The Godfather Part II,Francis Ford Coppola,202 min,1974,1,1,0,2,5,3,5,0,0,4,5,3,1,2,5,3,0,5,2,0
Irreversible,Gaspar Noé,97 min,2002,4,2,3,5,0,4,3,4,2,4,2,4,0,1,2,1,5,5,2,3
The Stranger,Thomas M. Wright,117 min,2022,4,5,3,1,2,4,5,4,1,5,4,5,4,0,0,1,0,2,4,5
LÃ©on: The Professional,Luc Besson,110 min,1994,4,2,4,1,3,0,4,2,1,5,5,3,4,0,5,3,3,0,1,3
Murder Mystery,Kyle Newacheck,97 min,2019,4,2,0,2,1,0,2,5,1,4,5,3,3,1,1,2,2,0,5,4
Sharper,Benjamin Caron,116 min,2023,5,3,3,4,5,5,3,0,5,1,0,5,0,3,5,4,2,0,0,2
White Chicks,Keenen Ivory Wayans,109 min,2004,5,1,2,1,5,5,1,2,5,1,4,1,0,2,4,2,0,4,2,4
12 Angry Men,Sidney Lumet,96 min,1957,1,3,1,5,3,2,0,5,0,0,3,3,2,0,4,2,2,3,1,1
Sicario,Denis Villeneuve,121 min,2015,4,5,3,0,4,0,4,0,3,3,4,1,0,1,5,2,3,5,5,0
The Little Things,John Lee Hancock,128 min,2021,1,1,3,3,5,2,0,4,1,0,0,3,3,1,5,3,1,1,5,3
Scarface,Brian De Palma,170 min,1983,5,4,3,4,0,2,3,5,3,3,2,5,0,4,2,5,5,5,3,1
A Clockwork Orange,Stanley Kubrick,136 min,1971,3,4,0,4,0,3,3,1,2,5,4,4,2,1,2,3,5,2,1,3
Promising Young Woman,Emerald Fennell,113 min,2020,0,1,0,4,1,2,5,5,2,4,0,0,4,1,5,2,1,5,1,3
From Dusk Till Dawn,Robert Rodriguez,108 min,1996,4,1,4,3,1,1,1,0,4,3,5,0,0,3,5,5,4,0,3,4
The Outfit,Graham Moore,105 min,2022,0,1,2,0,3,4,3,0,3,2,0,0,0,1,1,4,4,1,3,2
The Outsiders,Francis Ford Coppola,91 min,1983,5,3,3,1,1,3,4,4,0,0,2,4,1,5,4,5,0,1,3,2
Murder Mystery 2,Jeremy Garelick,89min,2023,1,4,1,1,1,0,4,4,0,0,2,4,5,1,4,4,5,1,2,5
The Bad Guys,Pierre Perifel,100 min,2022,5,5,3,5,1,0,0,1,3,0,3,2,3,5,2,3,5,4,5,3
Poker Face,Russell Crowe,94 min,2022,4,3,2,3,5,3,5,0,3,2,2,1,1,4,4,0,2,1,5,4
The Usual Suspects,Bryan Singer,106 min,1995,2,4,0,5,2,2,5,0,5,0,5,0,5,4,5,1,1,1,4,5
John Wick: Chapter 3 - Parabellum,Chad Stahelski,130 min,2019,5,1,5,2,5,3,0,3,3,2,1,3,3,0,1,5,1,4,3,0
The Irishman,Martin Scorsese,209 min,2019,2,2,5,3,5,0,4,0,1,3,2,2,0,4,1,2,0,1,1,5
Baywatch,Seth Gordon,116 min,2017,2,2,5,0,3,0,5,4,5,1,2,2,2,5,1,5,5,3,2,5
Wrath of Man,Guy Ritchie,119 min,2021,4,2,5,3,5,2,5,0,3,1,3,2,0,0,0,3,2,2,5,4
Reservoir Dogs,Quentin Tarantino,99 min,1992,0,5,0,1,4,3,1,0,0,5,0,4,3,1,0,3,5,3,3,3
Mystic River,Clint Eastwood,138 min,2003,1,3,3,2,4,3,3,2,4,5,0,2,5,5,0,2,5,3,3,3
Enola Holmes 2,Harry Bradbeer,129 min,2022,2,0,4,2,4,4,0,4,2,4,2,2,4,0,0,5,0,3,3,5
The Big Lebowski,"Joel Coen, 
Ethan Coen",117 min,1998,1,3,3,5,5,2,2,3,4,0,4,5,0,4,0,3,3,1,3,1
Marlowe,Neil Jordan,110 min,2022,5,2,1,1,4,0,1,2,4,2,1,5,1,5,3,4,3,5,2,0
Snatch,Guy Ritchie,102 min,2000,5,2,3,3,1,1,3,4,2,5,1,0,5,2,2,0,4,4,5,5
Hell or High Water,David Mackenzie ,102min,2016,3,5,5,5,3,1,4,4,5,0,2,5,4,5,5,0,1,2,2,1
