Movie,Director,Runningtime,Year,User-1,User-2,User-3,User-4,User-5,User-6,User-7,User-8,User-9,User-10,User-11,User-12,User-13,User-14,User-15,User-16,User-17,User-18,User-19,User-20
The Cabin in the Woods,Drew Goddard,95mn,2012,0,0,4,5,1,4,0,4,0,3,2,3,4,0,1,0,5,0,0,5
Bone Tomahawk,S. Craig Zahler,132mn,2015,0,3,2,1,2,2,3,4,0,2,3,5,3,2,0,2,4,0,1,5
The Invitation,Karyn Kusama,100mn,2015,1,4,3,1,4,3,3,2,0,0,3,0,3,2,2,4,4,4,1,0
Creature from the Black Lagoon,Jack Arnold,79mn,1954,4,1,1,2,1,0,2,4,2,3,4,0,5,5,3,3,5,2,1,0
From Dusk Till Dawn,Robert Rodriguez,108mn,1996,4,1,3,3,5,2,5,2,0,1,2,5,4,1,1,4,2,1,3,4
The Shining,Stanley Kubrick,146mn,1980,0,5,0,1,3,3,4,4,3,5,5,5,0,2,2,2,1,4,4,3
The Outwaters,Robbie Banfitch,100mn,2022,4,4,0,3,3,3,3,5,1,3,4,4,2,1,5,0,3,4,3,1
A Quiet Place,John Krasinski,90mn,2018,0,4,4,3,5,5,5,4,3,5,0,4,2,4,5,5,1,1,2,5
A Serbian Film,Srdan Spasojevic,104mn,2010,4,3,2,2,0,2,0,2,5,3,2,5,1,5,1,4,2,3,0,2
It,Andy Muschietti,135mn,2017,0,0,5,3,0,2,0,3,1,5,3,1,1,2,5,2,3,0,3,4
She Came from the Woods,Erik Bloomquist,101mn,2022,4,3,5,1,1,2,2,1,1,2,2,2,5,0,4,4,1,0,2,3
The Meg 2: The Trench,Ben Wheatley,116mn,2023,2,4,2,0,4,3,0,1,5,2,0,3,5,0,0,5,4,2,1,5
Tusk,Kevin smith,102mn,2014,0,2,4,3,5,5,0,5,0,3,4,2,0,5,5,2,5,1,1,5
Orphan: First Kill,William brentbell,99mn,2022,0,0,3,5,2,3,1,4,5,3,2,1,2,5,2,1,4,2,3,0
Crimes of the Future,David Croenbreg,107mn,2022,1,3,0,5,4,5,5,0,1,1,5,0,5,3,4,1,5,4,0,1
Hidden,"Matt Duffer, rose duffer",84mn,2015,0,2,4,2,0,0,0,1,0,5,0,4,0,5,5,0,1,5,2,1
The Killing of a Sacred Deer,Yorgos Lanthimos,121mn,2017,0,4,4,4,2,0,1,3,3,1,3,0,5,5,0,1,3,0,4,4
Glass,M. Night Shyama lan,129mn,2019,3,5,5,0,1,5,2,4,1,2,2,5,1,3,2,0,5,4,4,1
Ready or Not,"Matt Bettinell I-Olpin, Tyler Gillett",95mn,2019,0,5,2,4,2,2,4,5,1,1,0,3,2,1,2,1,4,0,3,0
The VVitch: A New-England Folktale,Robert Eggers,92mn,2015,1,0,3,4,0,1,2,5,3,1,1,2,2,5,0,1,5,4,4,0
Come Play,Jacob Chase,96mn,2020,3,4,5,5,1,4,5,0,4,3,0,5,1,3,2,3,5,3,3,2
Speak No Evil,Christian Tafdrup,97mn,2022,5,5,1,3,2,0,4,0,4,2,4,3,0,0,4,5,3,5,5,4
Us,Jorden Peele,116mn,2019,4,0,0,4,4,4,3,1,3,2,2,3,4,1,1,3,1,4,5,0
Candy Land,John Swab,93mn,2022,5,2,3,3,1,0,2,4,0,5,1,1,2,1,2,3,5,4,1,5
Watcher,Chloe Okuno,96mn,2022,4,1,4,3,0,0,5,1,2,4,3,0,5,1,4,2,3,4,3,0
Under the Skin,Jonatha  Glazer,108mn,2013,5,4,0,0,1,1,3,5,5,1,3,2,4,1,4,5,1,0,5,3
There's Something Wrong with the Children,Roxanne Benjamin,92mn,2023,5,5,0,5,5,0,0,2,0,1,3,4,1,3,1,2,2,5,5,3
I Know What You Did Last Summer,Jim Gillespin,101mn,1997,1,0,0,3,1,5,4,1,1,3,2,1,2,3,5,0,3,4,5,4
Float,Zac Locke,72mn,2022,4,5,4,2,2,2,4,5,2,0,4,0,5,3,4,2,0,0,2,5
The Conjuring,James Wan,112mn,2013,0,5,3,3,0,4,5,2,3,2,4,4,3,4,1,2,3,1,0,0
Morbius,Daniel Espinosa,104mn,2022,3,1,2,3,0,0,0,2,4,1,5,5,4,5,2,2,3,2,2,0
28 Days Later,Danny boyle,113mn,2002,5,0,0,4,5,2,3,3,0,5,1,5,3,2,0,0,4,3,1,4
The Lost Boys,Joel Schumacher,97mn,1987,3,5,1,1,5,3,0,3,0,5,2,2,0,5,1,2,3,5,1,4
Jennifer's Body,Karyn Kusama,102mn,2009,2,5,3,2,0,1,4,5,3,2,2,2,4,1,4,4,0,2,4,5
Scream 4,Wes Craven,111mn,2011,2,4,0,5,3,1,2,2,1,3,1,3,1,4,3,3,4,3,3,5
Knock Knock,Eli Roth,99mn,2015,5,3,4,3,2,1,3,1,3,1,0,3,0,2,4,4,2,4,3,4
Suspiria,Dario Argento,98mn,1977,1,1,3,1,1,4,2,3,4,1,1,4,5,1,4,2,2,4,0,5
The Offering,Oliver Park,93mn,2022,4,5,2,0,1,4,5,2,3,0,5,3,5,0,4,0,0,1,2,3
